,ExpressId,GlobalId,Class,PredefinedType,Name,Level,x_coordinate,y_coordinate,z_coordinate,Type,Material,SPOT_IFC.Inhoud,Qto_SpaceBaseQuantities.GrossVolume,Pset_BuildingSystemCommon.Reference,Pset_AirSideSystemInformation.id,Pset_SpaceCommon.id,Pset_BuildingCommon.NumberOfStoreys,Pset_SpaceCommon.IsExternal,Qto_SpaceBaseQuantities.Height,Pset_BuildingElementProxyCommon.Reference,Pset_SpaceHeaterTypeCommon.Reference,Pset_BuildingStoreyCommon.Reference,Pset_SiteCommon.id,Pset_BuildingStoreyCommon.id,Qto_SpaceBaseQuantities.NetVolume,Pset_SpaceHeaterTypeCommon.id,Pset_AirSideSystemInformation.Name,Pset_BuildingStoreyCommon.AboveGround,Pset_BuildingCommon.id,Pset_BuildingSystemCommon.id,Pset_SpaceCommon.Reference,Pset_BuildingCommon.Reference,SPOT_IFC.Oppervlakte,Pset_BuildingCommon.IsLandmarked,Pset_BuildingElementProxyCommon.id,Qto_SpaceBaseQuantities.id,Pset_BuildingElementProxyCommon.IsExternal,SPOT_IFC.id,Pset_SiteCommon.Reference
0,100,04hbtBq6v9wQHLWL5rLxuY,IfcBuilding,,gebouw_nummer A,,-5913.808671306053,99292.51637243737,0.0,,,,,Project Information,,,68.0,,,Project Information,,Project Information,,1130467.0,,,,UNKNOWN,1130465.0,1130468.0,,Project Information,,UNKNOWN,1130466.0,,False,,
1,104,04hbtBq6v9wQHLWL6AgEv5,IfcBuildingStorey,Level:00_level+P_rechts_K,-2 kelder,,-5913.808671306053,99292.51637243737,-6200.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130279.0,,,,UNKNOWN,,,,,,,,,,,
2,108,04hbtBq6v9wQHLWL6AgEv3,IfcBuildingStorey,Level:00_level+P_rechts_K,-1 kelder,,-5913.808671306053,99292.51637243737,-3350.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130281.0,,,,UNKNOWN,,,,,,,,,,,
3,112,0K5taB1EL7DR72gDncdRb6,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.00a tussenverdieping,,-5913.808671306053,99292.51637243737,3500.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130284.0,,,,UNKNOWN,,,,,,,,,,,
4,128,0K5taB1EL7DR72gDncsq20,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.01 eerste verdieping,,-5913.808671306053,99292.51637243737,7000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130286.0,,,,UNKNOWN,,,,,,,,,,,
5,144,0K5taB1EL7DR72gDncsq2U,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.02 tweede verdieping,,-5913.808671306053,99292.51637243737,10000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130288.0,,,,UNKNOWN,,,,,,,,,,,
6,148,0K5taB1EL7DR72gDncsq3P,IfcBuildingStorey,Level:00_level+P_rechts_K,B1.02 tweede verdieping,,-5913.808671306053,99292.51637243737,10500.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130290.0,,,,UNKNOWN,,,,,,,,,,,
7,160,0K5taB1EL7DR72gDncsq2S,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.03 derde verdieping,,-5913.808671306053,99292.51637243737,13000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130292.0,,,,UNKNOWN,,,,,,,,,,,
8,164,0K5taB1EL7DR72gDncsq31,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.03 derde verdieping,,-5913.808671306053,99292.51637243737,14000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130294.0,,,,UNKNOWN,,,,,,,,,,,
9,176,0K5taB1EL7DR72gDncsyDO,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.04 vierde verdieping,,-5913.808671306053,99292.51637243737,16000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130296.0,,,,UNKNOWN,,,,,,,,,,,
10,180,0K5taB1EL7DR72gDncsyDq,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.04 vierde verdieping,,-5913.808671306053,99292.51637243737,17000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130298.0,,,,UNKNOWN,,,,,,,,,,,
11,184,04hbtBq6v9wQHLWL6AgEvH,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.04 vierde verdieping,,-5913.808671306053,99292.51637243737,17150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130300.0,,,,UNKNOWN,,,,,,,,,,,
12,192,0K5taB1EL7DR72gDncsyDQ,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.05 vijfde verdieping,,-5913.808671306053,99292.51637243737,19150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130302.0,,,,UNKNOWN,,,,,,,,,,,
13,196,0K5taB1EL7DR72gDncsyDs,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.05 vijfde verdieping,,-5913.808671306053,99292.51637243737,20000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130304.0,,,,UNKNOWN,,,,,,,,,,,
14,200,0K5taB1EL7DR72gDncsyDK,IfcBuildingStorey,Level:00_level+P_rechts_K,B1.dak dakverdieping,,-5913.808671306053,99292.51637243737,20150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130306.0,,,,UNKNOWN,,,,,,,,,,,
15,212,0K5taB1EL7DR72gDncsyDS,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.06 zesde verdieping,,-5913.808671306053,99292.51637243737,22150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130308.0,,,,UNKNOWN,,,,,,,,,,,
16,216,0K5taB1EL7DR72gDncsyDu,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.06 zesde verdieping,,-5913.808671306053,99292.51637243737,23000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130310.0,,,,UNKNOWN,,,,,,,,,,,
17,220,0K5taB1EL7DR72gDncdIXJ,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.06 zesde verdieping,,-5913.808671306053,99292.51637243737,23150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130312.0,,,,UNKNOWN,,,,,,,,,,,
18,224,0K5taB1EL7DR72gDncsyDU,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.07 zevende verdieping,,-5913.808671306053,99292.51637243737,25150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130314.0,,,,UNKNOWN,,,,,,,,,,,
19,228,0K5taB1EL7DR72gDncsyDw,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.07 zevende verdieping,,-5913.808671306053,99292.51637243737,26000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130316.0,,,,UNKNOWN,,,,,,,,,,,
20,232,0K5taB1EL7DR72gDncdIlG,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.07 zevende verdieping,,-5913.808671306053,99292.51637243737,26150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130318.0,,,,UNKNOWN,,,,,,,,,,,
21,236,0K5taB1EL7DR72gDncsyD0,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.08 achtste verdieping,,-5913.808671306053,99292.51637243737,28150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130320.0,,,,UNKNOWN,,,,,,,,,,,
22,240,0K5taB1EL7DR72gDncsyDy,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.08 achtste verdieping,,-5913.808671306053,99292.51637243737,29000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130322.0,,,,UNKNOWN,,,,,,,,,,,
23,244,0K5taB1EL7DR72gDncdIl8,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.08 achtste verdieping,,-5913.808671306053,99292.51637243737,29150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130324.0,,,,UNKNOWN,,,,,,,,,,,
24,248,0K5taB1EL7DR72gDncsyD2,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.09 negende verdieping,,-5913.808671306053,99292.51637243737,31150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130326.0,,,,UNKNOWN,,,,,,,,,,,
25,252,0K5taB1EL7DR72gDncsyD_,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.09 negende verdieping,,-5913.808671306053,99292.51637243737,32000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130328.0,,,,UNKNOWN,,,,,,,,,,,
26,256,0K5taB1EL7DR72gDncdIlZ,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.09 negende verdieping,,-5913.808671306053,99292.51637243737,32150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130330.0,,,,UNKNOWN,,,,,,,,,,,
27,260,0K5taB1EL7DR72gDncsyD4,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.10 tiende verdieping,,-5913.808671306053,99292.51637243737,34150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130332.0,,,,UNKNOWN,,,,,,,,,,,
28,264,0K5taB1EL7DR72gDncsyDW,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.10 tiende verdieping,,-5913.808671306053,99292.51637243737,35000.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130334.0,,,,UNKNOWN,,,,,,,,,,,
29,268,0K5taB1EL7DR72gDncdIkj,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.10 tiende verdieping,,-5913.808671306053,99292.51637243737,35150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130336.0,,,,UNKNOWN,,,,,,,,,,,
30,272,0K5taB1EL7DR72gDncsyD6,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.11 elfde verdieping,,-5913.808671306053,99292.51637243737,37150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130338.0,,,,UNKNOWN,,,,,,,,,,,
31,276,0K5taB1EL7DR72gDncdIj3,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.11 elfde verdieping,,-5913.808671306053,99292.51637243737,38150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130340.0,,,,UNKNOWN,,,,,,,,,,,
32,280,0K5taB1EL7DR72gDncsyDY,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.11 elfde verdieping,,-5913.808671306053,99292.51637243737,38375.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130342.0,,,,UNKNOWN,,,,,,,,,,,
33,284,0K5taB1EL7DR72gDncsyD8,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.12 twaalfde verdieping,,-5913.808671306053,99292.51637243737,40150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130344.0,,,,UNKNOWN,,,,,,,,,,,
34,288,0K5taB1EL7DR72gDncdIj_,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.12 twaalfde verdieping,,-5913.808671306053,99292.51637243737,41150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130346.0,,,,UNKNOWN,,,,,,,,,,,
35,292,0K5taB1EL7DR72gDncsyDa,IfcBuildingStorey,Level:00_level+P_rechts_K,B2.12 twaalfde verdieping,,-5913.808671306053,99292.51637243737,41300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130348.0,,,,UNKNOWN,,,,,,,,,,,
36,300,0K5taB1EL7DR72gDncsyDA,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.13 dertiende verdieping,,-5913.808671306053,99292.51637243737,43150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130350.0,,,,UNKNOWN,,,,,,,,,,,
37,304,0K5taB1EL7DR72gDncdIiy,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.13 dertiende verdieping,,-5913.808671306053,99292.51637243737,44150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130352.0,,,,UNKNOWN,,,,,,,,,,,
38,308,0K5taB1EL7DR72gDncsyDC,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.14 veertiende verdieping,,-5913.808671306053,99292.51637243737,46150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130354.0,,,,UNKNOWN,,,,,,,,,,,
39,312,0K5taB1EL7DR72gDncdIhI,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.14 veertiende verdieping,,-5913.808671306053,99292.51637243737,47150.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130356.0,,,,UNKNOWN,,,,,,,,,,,
40,316,0K5taB1EL7DR72gDncsyDE,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.15 vijftiende verdieping,,-5913.808671306053,99292.51637243737,49060.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130358.0,,,,UNKNOWN,,,,,,,,,,,
41,320,0K5taB1EL7DR72gDncdIh9,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.15 vijftiende verdieping,,-5913.808671306053,99292.51637243737,50300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130360.0,,,,UNKNOWN,,,,,,,,,,,
42,328,0K5taB1EL7DR72gDncdIg6,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.16 zestiende verdieping,,-5913.808671306053,99292.51637243737,53300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130362.0,,,,UNKNOWN,,,,,,,,,,,
43,332,0K5taB1EL7DR72gDncsyDo,IfcBuildingStorey,Level:00_level+P_rechts_K,A2.dak dakverdieping,,-5913.808671306053,99292.51637243737,53800.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130364.0,,,,UNKNOWN,,,,,,,,,,,
44,336,0K5taB1EL7DR72gDncdIgW,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.17 zeventiende verdieping,,-5913.808671306053,99292.51637243737,56300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130366.0,,,,UNKNOWN,,,,,,,,,,,
45,340,0K5taB1EL7DR72gDncdIfM,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.18 achttiende verdieping,,-5913.808671306053,99292.51637243737,59300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130368.0,,,,UNKNOWN,,,,,,,,,,,
46,344,0K5taB1EL7DR72gDncdIeR,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.19 negentiende verdieping,,-5913.808671306053,99292.51637243737,62300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130370.0,,,,UNKNOWN,,,,,,,,,,,
47,348,0K5taB1EL7DR72gDncdIes,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.20 twintigste verdieping,,-5913.808671306053,99292.51637243737,65300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130372.0,,,,UNKNOWN,,,,,,,,,,,
48,352,0K5taB1EL7DR72gDncdIel,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.21 eenentwintigste verdieping,,-5913.808671306053,99292.51637243737,68300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130374.0,,,,UNKNOWN,,,,,,,,,,,
49,356,0K5taB1EL7DR72gDncdJNl,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.22 tweeentwintigste verdieping,,-5913.808671306053,99292.51637243737,71300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130376.0,,,,UNKNOWN,,,,,,,,,,,
50,360,0K5taB1EL7DR72gDncdJLI,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.23 drieentwintigste verdieping,,-5913.808671306053,99292.51637243737,74300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130378.0,,,,UNKNOWN,,,,,,,,,,,
51,364,0K5taB1EL7DR72gDncdJJA,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.24 vierentwintigste verdieping,,-5913.808671306053,99292.51637243737,77300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130380.0,,,,UNKNOWN,,,,,,,,,,,
52,368,0K5taB1EL7DR72gDncdJJY,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.25 vijfentwintigste verdieping,,-5913.808671306053,99292.51637243737,80300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130382.0,,,,UNKNOWN,,,,,,,,,,,
53,372,0K5taB1EL7DR72gDncdJIQ,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.26 zesentwintigste verdieping,,-5913.808671306053,99292.51637243737,83300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130384.0,,,,UNKNOWN,,,,,,,,,,,
54,376,0K5taB1EL7DR72gDncdJH4,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.27 zevenentwintigste verdieping,,-5913.808671306053,99292.51637243737,86300.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130386.0,,,,UNKNOWN,,,,,,,,,,,
55,380,0K5taB1EL7DR72gDncdJHu,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.28 achtentwintigste verdieping,,-5913.808671306053,99292.51637243737,89450.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130388.0,,,,UNKNOWN,,,,,,,,,,,
56,384,0K5taB1EL7DR72gDncdJGx,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.29 negenentwintigste verdieping,,-5913.808671306053,99292.51637243737,92600.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130390.0,,,,UNKNOWN,,,,,,,,,,,
57,388,0K5taB1EL7DR72gDnce_gP,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.30 dertigste verdieping,,-5913.808671306053,99292.51637243737,95600.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130392.0,,,,UNKNOWN,,,,,,,,,,,
58,392,0K5taB1EL7DR72gDnce_f0,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.31 eenendertigste verdieping,,-5913.808671306053,99292.51637243737,98600.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130394.0,,,,UNKNOWN,,,,,,,,,,,
59,396,0K5taB1EL7DR72gDncdJTW,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.32 tweeendertigste verdieping,,-5913.808671306053,99292.51637243737,101550.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130396.0,,,,UNKNOWN,,,,,,,,,,,
60,400,0K5taB1EL7DR72gDncenp_,IfcBuildingStorey,Level:00_level+P_rechts_K,A1.dak dakverdieping,,-5913.808671306053,99292.51637243737,105405.0,,,,,,,,,,,,,00_level+P_rechts_K,,1130398.0,,,,UNKNOWN,,,,,,,,,,,
61,408,04hbtBq6v9wQHLWL5rLxuX,IfcSite,,adres project A,,-5913.808671306053,99292.51637243737,0.0,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,,Project Information
62,422,10lWudonv7owGAaoDMqSh6,IfcSpace,SPACE,horeca,,-5913.808671306053,99292.51637243737,-3350.0,horeca,,,253.32825081973908,,1050.0,1053.0,,False,2438.4,,horeca 00.HAH1.1,,,,253.32825081980712,1054.0,horeca,,,,horeca 00.HAH1.1,,103.89117897791137,,,1064.0,,1056.0,
63,1076,3dHsiNhfTEkx2fTosqSR1a,IfcSpace,SPACE,trappenhuis,,-5913.808671306053,99292.51637243737,-3350.0,trappenhuis,,,20.38502400001431,,1211.0,1213.0,,False,2438.4,,trappenhuis 00.HBH2.1,,,,20.385023999998857,1214.0,trappenhuis,,,,trappenhuis 00.HBH2.1,,8.360000000005869,,,1224.0,,1216.0,
64,1236,1UtDLKTiXAAQ7IPx3ZlcUp,IfcSpace,SPACE,berging horeca,,-5913.808671306053,99292.51637243737,-3350.0,berging horeca,,,0.7566599040000027,,1303.0,1305.0,,False,2438.4,,verdeler CAI-ZIGGO-WATER 00.HBH2.2,,,,0.7566599039999943,1306.0,verdeler CAI-ZIGGO-WATER,,,,verdeler CAI-ZIGGO-WATER 00.HBH2.2,,0.3103100000000011,,,1316.0,,1308.0,
65,1328,1UtDLKTiXAAQ7IPx3ZlcUv,IfcSpace,SPACE,toilet horeca,,-5913.808671306053,99292.51637243737,-3350.0,toilet horeca,,,0.9725863199999647,,1415.0,1417.0,,False,2438.4,,E invoer Liander 00.HBH2.3,,,,0.9725863199999665,1418.0,E invoer Liander,,,,E invoer Liander 00.HBH2.3,,0.39886249999998546,,,1428.0,,1420.0,
66,1440,2McsO99djC$wX$9lILJQE3,IfcSpace,SPACE,toilet horeca,,-5913.808671306053,99292.51637243737,-3350.0,toilet horeca,,,2.5688544000002813,,1595.0,1597.0,,False,2438.4,,schacht WKO 00.HBH2.4,,,,2.5688544000002924,1598.0,schacht WKO,,,,schacht WKO 00.HBH2.4,,1.0535000000001153,,,1608.0,,1600.0,
67,1620,3JdF61c6TFduZSac8V6AUm,IfcSpace,SPACE,entreehal appartementen,,-5913.808671306053,99292.51637243737,-3350.0,entreehal appartementen,,,48.96585909038244,,1912.0,1914.0,,False,2438.4,,entreehal appartementen 00.HBH3.1,,,,48.965859090382466,1915.0,entreehal appartementen,,,,entreehal appartementen 00.HBH3.1,,20.08114299966471,,,1925.0,,1917.0,
68,1937,3JdF61c6TFduZSac8V6AUj,IfcSpace,SPACE,hal,,-5913.808671306053,99292.51637243737,-3350.0,hal,,,32.945785694496024,,2153.0,2155.0,,False,2438.4,,hal 00.HBH3.2,,,,32.94578569449577,2156.0,hal,,,,hal 00.HBH3.2,,13.511231009881897,,,2166.0,,2158.0,
69,2178,21rHeN_CD5IBANh0r5fikJ,IfcSpace,SPACE,opstellingsruimte CVZ A2,,-5913.808671306053,99292.51637243737,-3350.0,opstellingsruimte CVZ A2,,,2.166615318663495,,2311.0,2313.0,,False,2438.4,,E invoer / HKL A2 00.HBH3.3,,,,2.1666153186635033,2314.0,E invoer / HKL A2,,,,E invoer / HKL A2 00.HBH3.3,,0.8885397468272205,,,2324.0,,2316.0,
70,2336,21rHeN_CD5IBANh0r5fikR,IfcSpace,SPACE,HVK CVZ A2,,-5913.808671306053,99292.51637243737,-3350.0,HVK CVZ A2,,,2.2449762759133636,,2471.0,2473.0,,False,2438.4,,loze ruimte 00.HBH3.4,,,,2.244976275913379,2474.0,loze ruimte,,,,loze ruimte 00.HBH3.4,,0.920675966171819,,,2484.0,,2476.0,
71,2496,3dHsiNhfTEkx2fTosqSR3K,IfcSpace,SPACE,schacht W,,-5913.808671306053,99292.51637243737,-3350.0,schacht W,,,1.0682020800083425,,2579.0,2581.0,,False,2438.4,,schacht W 00.HCH2.1,,,,1.068202080008342,2582.0,schacht W,,,,schacht W 00.HCH2.1,,0.43807500000342126,,,2592.0,,2584.0,
72,2604,0bcEUAjL1Cu98ILEtdJgAn,IfcSpace,SPACE,schacht esco / HWA,,-5913.808671306053,99292.51637243737,-3350.0,schacht esco / HWA,,,1.369954080008474,,2697.0,2699.0,,False,2438.4,,schacht esco / HWA 00.HCH2.2,,,,1.36995408000847,2700.0,schacht esco / HWA,,,,schacht esco / HWA 00.HCH2.2,,0.5618250000034752,,,2710.0,,2702.0,
73,2722,3dHsiNhfTEkx2fTosqSR3J,IfcSpace,SPACE,schacht W,,-5913.808671306053,99292.51637243737,-3350.0,schacht W,,,1.068202079999879,,2795.0,2797.0,,False,2438.4,,schacht W 00.HCH2.3,,,,1.0682020799998786,2798.0,schacht W,,,,schacht W 00.HCH2.3,,0.43807499999995037,,,2808.0,,2800.0,
74,2820,0bcEUAjL1Cu98ILEtdJgAZ,IfcSpace,SPACE,schacht esco / HWA,,-5913.808671306053,99292.51637243737,-3350.0,schacht esco / HWA,,,1.4061643199997251,,2923.0,2925.0,,False,2438.4,,schacht esco / HWA 00.HCH2.4,,,,1.4061643199997262,2926.0,schacht esco / HWA,,,,schacht esco / HWA 00.HCH2.4,,0.5766749999998873,,,2936.0,,2928.0,
75,2948,10lWudonv7owGAaoDMqSh8,IfcSpace,SPACE,lifthal,,-5913.808671306053,99292.51637243737,-3350.0,lifthal,,,13.75257600000196,,3145.0,3147.0,,False,2438.4,,lifthal 00.HCH4.1,,,,13.752576000001978,3148.0,lifthal,,,,lifthal 00.HCH4.1,,5.6400000000008035,,,3158.0,,3150.0,
76,3170,3dHsiNhfTEkx2fTosqSR1Z,IfcSpace,SPACE,trappenhuis,,-5913.808671306053,99292.51637243737,-3350.0,trappenhuis,,,8.066836800000731,,3286.0,3288.0,,False,2438.4,,trappenhuis 00.HCH4.2,,,,8.066836800000303,3289.0,trappenhuis,,,,trappenhuis 00.HCH4.2,,3.3082500000002995,,,3299.0,,3291.0,
77,3311,0DDKF4Yx1EWgjQqB94LyxH,IfcSpace,SPACE,trappenhuis,,-5913.808671306053,99292.51637243737,-3350.0,trappenhuis,,,7.680959999999536,,3398.0,3400.0,,False,2438.4,,trappenhuis 00.HCH4.3,,,,7.680959999999546,3401.0,trappenhuis,,,,trappenhuis 00.HCH4.3,,3.14999999999981,,,3411.0,,3403.0,
78,3423,3dHsiNhfTEkx2fTosqSR1z,IfcSpace,SPACE,lift 7,,-5913.808671306053,99292.51637243737,-3350.0,lift 7,,,9.870701660644059,,3496.0,3498.0,,False,2438.4,,lift 7 00.HCH4.4,,,,9.87070166064456,3499.0,lift 7,,,,lift 7 00.HCH4.4,,4.048023975001664,,,3509.0,,3501.0,
79,3521,3dHsiNhfTEkx2fTosqSR1u,IfcSpace,SPACE,lift 6,,-5913.808671306053,99292.51637243737,-3350.0,lift 6,,,10.57046400000581,,3628.0,3630.0,,False,2438.4,,lift 6 00.HCH4.5,,,,10.570463999999864,3631.0,lift 6,,,,lift 6 00.HCH4.5,,4.335000000002382,,,3641.0,,3633.0,
80,3653,3dHsiNhfTEkx2fTosqSR1t,IfcSpace,SPACE,lift 5,,-5913.808671306053,99292.51637243737,-3350.0,lift 5,,,10.570463999999692,,3716.0,3718.0,,False,2438.4,,lift 5 00.HCH4.6,,,,10.570463999999701,3719.0,lift 5,,,,lift 5 00.HCH4.6,,4.334999999999873,,,3729.0,,3721.0,
81,3741,3dHsiNhfTEkx2fTosqSR3Q,IfcSpace,SPACE,schacht E,,-5913.808671306053,99292.51637243737,-3350.0,schacht E,,,1.8434304000003454,,3809.0,3811.0,,False,2438.4,,schacht E 00.HCH4.7,,,,1.843430400000335,3812.0,schacht E,,,,schacht E 00.HCH4.7,,0.7560000000001416,,,3822.0,,3814.0,
82,3834,3dHsiNhfTEkx2fTosqSR30,IfcSpace,SPACE,schacht W horeca,,-5913.808671306053,99292.51637243737,-3350.0,schacht W horeca,,,2.048255999999463,,3927.0,3929.0,,False,2438.4,,schacht W horeca 00.HCH4.8,,,,2.048255999999912,3930.0,schacht W horeca,,,,schacht W horeca 00.HCH4.8,,0.8399999999997797,,,3940.0,,3932.0,
83,3952,2qsfJCljL1qO9BPAjl8Vvv,IfcSpace,SPACE,Inkoop E voor CVZ Gebouw A2 - Woonfunctie,,-5913.808671306053,99292.51637243737,-3350.0,Inkoop E voor CVZ Gebouw A2 - Woonfunctie,,,9.253782806854401,,4049.0,4051.0,,False,2438.4,,technische ruimte 00.HCH4.9,,,,9.253782806854398,4052.0,technische ruimte,,,,technische ruimte 00.HCH4.9,,3.7950224765643044,,,4062.0,,4054.0,
84,4074,21rHeN_CD5IBANh0r5fikE,IfcSpace,SPACE,entreehal appartementen,,-5913.808671306053,99292.51637243737,-3350.0,entreehal appartementen,,,13.258799999996562,,4271.0,4273.0,,False,2438.4,,entreehal appartementen 00.HCH4.10,,,,13.258799999996551,4274.0,entreehal appartementen,,,,entreehal appartementen 00.HCH4.10,,5.43749999999859,,,4284.0,,4276.0,
85,4296,21rHeN_CD5IBANh0r5fiir,IfcSpace,SPACE,loze ruimte onder trap,,-5913.808671306053,99292.51637243737,-3350.0,loze ruimte onder trap,,,7.41761280000036,,4369.0,4371.0,,False,2438.4,,loze ruimte onder trap 00.HCH4.11,,,,7.417612800000371,4372.0,loze ruimte onder trap,,,,loze ruimte onder trap 00.HCH4.11,,3.0420000000001473,,,4382.0,,4374.0,
