,ExpressId,GlobalId,Class,PredefinedType,Name,Level,x_coordinate,y_coordinate,z_coordinate,Type,Material,Pset_DoorCommon.Reference,Qto_WallBaseQuantities.Height,Pset_RailingCommon.Reference,Qto_CoveringBaseQuantities.GROND,Pset_OpeningElementCommon.id,Qto_CoveringBaseQuantities.Width,KAAN_ILS Summary.1.1 Revit Category,Pset_SiteCommon.Reference,Pset_BuildingElementProxyCommon.id,Pset_StairCommon.NumberOfRiser,KAAN_ILS Summary.3.4 IFC Entiteit | IFC Class,Qto_DoorBaseQuantities.Height,Qto_WallBaseQuantities.Length,Qto_WindowBaseQuantities.Width,Pset_BuildingCommon.IsLandmarked,Qto_BuildingElementProxyQuantities.NetSurfaceArea,Pset_ReinforcementBarPitchOfWall.Reference,Pset_SlabCommon.PitchAngle,Pset_SlabCommon.LoadBearing,Qto_CoveringBaseQuantities.Lijm,Qto_BuildingElementProxyQuantities.id,KAAN_Qtos.Rough Height,Pset_DoorCommon.FireRating,Pset_SanitaryTerminalTypeCommon.id,KAAN_ILS Summary.4.3 Dragend | Load Bearing,Qto_RailingBaseQuantities.Length,KAAN_Qtos.Thickness,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm (4),Pset_SlabCommon.Reference,Qto_CoveringBaseQuantities.40_tegels_keramisch_300x300mm,Qto_WallBaseQuantities.GrossVolume,Qto_WindowBaseQuantities.id,Qto_SlabBaseQuantities.id,KAAN_ILS Summary.id,Pset_ReinforcementBarPitchOfWall.Description,Pset_ManufacturerTypeInformation.Manufacturer,Pset_RailingCommon.id,KAAN_ILS Summary.3.3 Bouwlaag | Level,KAAN_Qtos.ClearWidth,Pset_StairFlightCommon.Reference,Pset_EnvironmentalImpactIndicators.Reference,Pset_StairCommon.Reference,Pset_WallCommon.ExtendToStructure,Pset_ManufacturerTypeInformation.id,Pset_WallCommon.Reference,Pset_CoveringCommon.id,Pset_WindowCommon.id,Pset_WindowCommon.IsExternal,Qto_OpeningElementBaseQuantities.Volume,Qto_OpeningElementBaseQuantities.Width,Qto_BuildingElementProxyQuantities.NetVolume,KAAN_ILS Summary.3.6 NL-SfB code,KAAN_Qtos.Area,Qto_WindowBaseQuantities.Area,Pset_RoofCommon.id,Pset_BuildingCommon.Reference,KAAN_ILS Summary.4.4 Uitwendig | External,Qto_WallBaseQuantities.22_metalstud_profielen,Pset_DoorCommon.SelfClosing,Pset_WindowCommon.Reference,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm (2),Pset_StairCommon.IsExternal,Pset_BuildingCommon.id,Pset_StairFlightCommon.id,Pset_SlabCommon.IsExternal,Qto_OpeningElementBaseQuantities.Area,KAAN_Qtos.Volume,Pset_TransportElementCommon.id,Pset_EnvironmentalImpactIndicators.id,Pset_ReinforcementBarPitchOfSlab.Reference,Pset_BuildingSystemCommon.Reference,KAAN_ILS Summary.3.6 NL-SfB Omschrijving | NL-SfB Description,Qto_DoorBaseQuantities.Width,Qto_WallBaseQuantities.00_gips_beplating_wand_610mm,Pset_BuildingStoreyCommon.AboveGround,Qto_CoveringBaseQuantities.00_baksteen [gevel plint + B2],Pset_TransportElementCommon.Reference,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm,Pset_DoorCommon.id,Qto_CoveringBaseQuantities.20_isolatie_steenwol_130mm,KAAN_ILS Summary.1.3 Fase Gebouwd | Construction Phase,Qto_RailingBaseQuantities.id,Qto_OpeningElementBaseQuantities.id,Qto_OpeningElementBaseQuantities.Height,Pset_SlabCommon.id,KAAN_Qtos.Height,Qto_SlabBaseQuantities.NetVolume,Pset_CoveringCommon.ThermalTransmittance,Pset_BuildingCommon.NumberOfStoreys,Qto_CoveringBaseQuantities.GrossArea,Pset_RailingCommon.Height,Pset_WallCommon.id,Pset_CoveringCommon.Reference,Pset_StairFlightCommon.NumberOfTreads,Pset_BuildingElementProxyCommon.Reference,Qto_DoorBaseQuantities.Area,Pset_StairCommon.id,Qto_SlabBaseQuantities.GrossArea,Pset_SanitaryTerminalTypeCommon.Reference,KAAN_Qtos.Width,Qto_WallBaseQuantities.id,Pset_CoveringCommon.IsExternal,KAAN_ILS Summary.4.5 Brandveiligheid | Fire Rating,Pset_OpeningElementCommon.FireExit,KAAN_Qtos.Perimeter,Pset_BuildingSystemCommon.id,Pset_WallCommon.ThermalTransmittance,Pset_RoofCommon.IsExternal,Qto_OpeningElementBaseQuantities.Depth,Qto_WallBaseQuantities.22_gips_beplating_wand_610mm (3),Pset_StairCommon.NumberOfTreads,Qto_CoveringBaseQuantities.45.1 afbouwplaat,Qto_CoveringBaseQuantities.id,Pset_SiteCommon.id,Pset_WallCommon.FireRating,Pset_RailingCommon.IsExternal,Pset_StairFlightCommon.NumberOfRiser,Qto_WallBaseQuantities.20_isolatie_steenwol_150mm,Pset_BuildingStoreyCommon.Reference,Qto_WallBaseQuantities.NetSideArea,Pset_OpeningElementCommon.Reference,Qto_CoveringBaseQuantities.permavoid,Qto_WallBaseQuantities.Air,Qto_SlabBaseQuantities.Length,Qto_WallBaseQuantities.Width,Qto_WallBaseQuantities.NetVolume,Qto_WallBaseQuantities.00_gips (2),Pset_DoorCommon.IsExternal,KAAN_Qtos.id,Pset_WallCommon.LoadBearing,Pset_ReinforcementBarPitchOfWall.id,KAAN_ILS Summary.1.2 Naamgeving Element | Type Name,Qto_RoofBaseQuantities.id,Qto_SlabBaseQuantities.GrossVolume,Qto_SlabBaseQuantities.Perimeter,Pset_WallCommon.IsExternal,Pset_StairCommon.NosingLength,Pset_ReinforcementBarPitchOfSlab.id,Qto_WallBaseQuantities.00_isolatie_EPS,Qto_WallBaseQuantities.GrossFootprintArea,Qto_WallBaseQuantities.20_isolatie_steenwol_75mm,Qto_WallBaseQuantities.00_gips,Pset_BuildingStoreyCommon.id,Qto_CoveringBaseQuantities.GROND (2),KAAN_Qtos.Length,Pset_DoorCommon.FireExit,KAAN_Qtos.Rough Width,Pset_BuildingElementProxyCommon.IsExternal,KAAN_Qtos.ClearHeight,Qto_DoorBaseQuantities.id,Pset_StairFlightCommon.NosingLength,Qto_RoofBaseQuantities.ProjectedArea,Pset_RoofCommon.Reference,Qto_WindowBaseQuantities.Height,Qto_WallBaseQuantities.GrossSideArea
430,79103,2kE5qW$H5BWfH9QsQ5LFcs,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487874,-2 kelder,40772.63123434543,74537.43417480454,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79109.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79112.0,,,,,,,,,,,,,,,,,,,,,,,,,,
431,79123,2kE5qW$H5BWfH9QsQ5LFct,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487875,-2 kelder,40772.63123434543,77076.00070451891,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79129.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
432,79143,2kE5qW$H5BWfH9QsQ5LFcm,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487876,-2 kelder,40772.63123434543,79614.70705935237,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79149.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79152.0,,,,,,,,,,,,,,,,,,,,,,,,,,
433,79163,2kE5qW$H5BWfH9QsQ5LFcn,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487877,-2 kelder,40772.631234345434,83494.70705935237,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79169.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79172.0,,,,,,,,,,,,,,,,,,,,,,,,,,
434,79183,2kE5qW$H5BWfH9QsQ5LFco,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487878,-2 kelder,40772.631234345434,86026.00492076208,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79189.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
435,79203,2kE5qW$H5BWfH9QsQ5LFcp,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487879,-2 kelder,40772.631234345434,88564.57145047643,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79209.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79212.0,,,,,,,,,,,,,,,,,,,,,,,,,,
436,79223,2kE5qW$H5BWfH9QsQ5LFcy,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487880,-2 kelder,41979.79924605045,74537.30278217199,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79229.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79232.0,,,,,,,,,,,,,,,,,,,,,,,,,,
437,79243,2kE5qW$H5BWfH9QsQ5LFcz,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487881,-2 kelder,41979.79924605045,77076.00913700546,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79249.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79252.0,,,,,,,,,,,,,,,,,,,,,,,,,,
438,79263,2kE5qW$H5BWfH9QsQ5LFc_,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487882,-2 kelder,41979.79924605045,79614.57566671981,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79269.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79272.0,,,,,,,,,,,,,,,,,,,,,,,,,,
439,79283,2kE5qW$H5BWfH9QsQ5LFc$,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487883,-2 kelder,41979.799246050454,83487.43839104776,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79289.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79292.0,,,,,,,,,,,,,,,,,,,,,,,,,,
440,79303,2kE5qW$H5BWfH9QsQ5LFcu,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487884,-2 kelder,41979.799246050454,86026.00492076213,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79309.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79312.0,,,,,,,,,,,,,,,,,,,,,,,,,,
441,79323,2kE5qW$H5BWfH9QsQ5LFcv,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487885,-2 kelder,41979.799246050454,88564.5714504765,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79329.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79332.0,,,,,,,,,,,,,,,,,,,,,,,,,,
442,79343,2kE5qW$H5BWfH9QsQ5LFcw,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487886,-2 kelder,39152.65410634399,91337.3239935718,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79349.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79352.0,,,,,,,,,,,,,,,,,,,,,,,,,,
443,79363,2kE5qW$H5BWfH9QsQ5LFcx,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487887,-2 kelder,36265.90276039585,91337.3239935718,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79369.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79372.0,,,,,,,,,,,,,,,,,,,,,,,,,,
444,79383,2kE5qW$H5BWfH9QsQ5LFca,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33487888,-2 kelder,42039.40545229211,91337.32399357179,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79389.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79392.0,,,,,,,,,,,,,,,,,,,,,,,,,,
445,79426,2kE5qW$H5BWfH9QsQ5LFcd,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33487891,-2 kelder,-5913.8086713060475,99292.51637243734,-6200.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79433.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79427.0,,,,,,,3.3929756420316273,,,,,,,,,,,,,,0.03392975642031601,,79428.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,68260,,,,,,,,,,,,,,,,,,,,,,,,79438.0,,,,,,,,,,,,,,,,,,,,,,,,,,
446,79473,2kE5qW$H5BWfH9QsQ5LFc2,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33487926,-2 kelder,-5913.8086713060475,99292.51637243734,-6200.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79480.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79474.0,,,,,,,3.392975642031622,,,,,,,,,,,,,,0.033929756420315794,,79475.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,68260,,,,,,,,,,,,,,,,,,,,,,,,79485.0,,,,,,,,,,,,,,,,,,,,,,,,,,
447,79520,2kE5qW$H5BWfH9QsQ5LFdj,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33487961,-2 kelder,-5913.8086713060475,99292.51637243734,-6200.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79527.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79521.0,,,,,,,3.392975642031659,,,,,,,,,,,,,,0.03392975642031614,,79522.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,68260,,,,,,,,,,,,,,,,,,,,,,,,79532.0,,,,,,,,,,,,,,,,,,,,,,,,,,
448,79567,2kE5qW$H5BWfH9QsQ5LFd8,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33487996,-2 kelder,-5913.8086713060475,99292.51637243734,-6200.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79574.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79568.0,,,,,,,3.3929756420316375,,,,,,,,,,,,,,0.033929756420315996,,79569.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,68260,,,,,,,,,,,,,,,,,,,,,,,,79579.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449,79614,2kE5qW$H5BWfH9QsQ5LFah,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33488031,-2 kelder,-5913.8086713060475,99292.51637243734,-6200.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79621.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79615.0,,,,,,,3.3929756420316286,,,,,,,,,,,,,,0.03392975642031592,,79616.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,68260,,,,,,,,,,,,,,,,,,,,,,,,79626.0,,,,,,,,,,,,,,,,,,,,,,,,,,
450,79661,2kE5qW$H5BWfH9QsQ5LFbs,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33488066,-2 kelder,-5913.8086713060475,99292.51637243734,-6200.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79668.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79662.0,,,,,,,3.392975642031636,,,,,,,,,,,,,,0.03392975642031593,,79663.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,68260,,,,,,,,,,,,,,,,,,,,,,,,79673.0,,,,,,,,,,,,,,,,,,,,,,,,,,
451,79708,2kE5qW$H5BWfH9QsQ5LFbH,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33488101,-2 kelder,-5913.8086713060475,99292.51637243734,-6200.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79715.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79709.0,,,,,,,3.4962404239972646,,,,,,,,,,,,,,0.03496240423997196,,79710.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,70325,,,,,,,,,,,,,,,,,,,,,,,,79720.0,,,,,,,,,,,,,,,,,,,,,,,,,,
452,79732,2kE5qW$H5BWfH9QsQ5LFYc,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33488146,-2 kelder,56969.56887344161,74502.8447463985,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79738.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79741.0,,,,,,,,,,,,,,,,,,,,,,,,,,
453,79752,2kE5qW$H5BWfH9QsQ5LFYd,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33488147,-2 kelder,56969.56887344161,77041.4112761129,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79758.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79761.0,,,,,,,,,,,,,,,,,,,,,,,,,,
454,79772,2kE5qW$H5BWfH9QsQ5LFYW,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33488148,-2 kelder,56969.56887344161,79579.97780582728,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79778.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79781.0,,,,,,,,,,,,,,,,,,,,,,,,,,
455,79815,2kE5qW$H5BWfH9QsQ5LFYZ,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33488151,-2 kelder,-5913.8086713060475,99292.51637243734,-6200.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79822.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79816.0,,,,,,,3.392975642031622,,,,,,,,,,,,,,0.033929756420315794,,79817.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,68260,,,,,,,,,,,,,,,,,,,,,,,,79827.0,,,,,,,,,,,,,,,,,,,,,,,,,,
456,79853,2kE5qW$H5BWfH9QsQ5LFhb,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33488721,-1 kelder,-5913.8086713060475,99292.51637243734,-3350.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79860.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79854.0,,,,,,,1.4859312304251933,,,,,,,,,,,,,,0.014859312304251799,,79855.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,29719,,,,,,,,,,,,,,,,,,,,,,,,79865.0,,,,,,,,,,,,,,,,,,,,,,,,,,
457,79892,2kE5qW$H5BWfH9QsQ5LG7E,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33490042,-1 kelder,-5913.8086713060475,99292.51637243734,-3350.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79899.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79893.0,,,,,,,2.4113184753697716,,,,,,,,,,,,,,0.024113184753697454,,79894.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,48426,,,,,,,,,,,,,,,,,,,,,,,,79904.0,,,,,,,,,,,,,,,,,,,,,,,,,,
458,79916,2kE5qW$H5BWfH9QsQ5LG0x,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33490319,-1 kelder,55281.289731723526,60382.64869050598,-3350.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79922.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79925.0,,,,,,,,,,,,,,,,,,,,,,,,,,
459,79936,2kE5qW$H5BWfH9QsQ5LG0h,IfcFurnishingElement,71_GM_biggenrug:71_GM_biggenrug,71_GM_biggenrug:71_GM_biggenrug:33490335,-2 kelder,55281.289731723526,57945.62482198023,-6200.0,71_GM_biggenrug:71_GM_biggenrug,<Unnamed>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79942.0,,,,,,,71_GM_biggenrug,,,,,,,,,,,,0.679999999999988,,,,,,,,,,,,,,0.06399999999999789,,79937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79945.0,,,,,,,,,,,,,,,,,,,,,,,,,,
460,79971,2kE5qW$H5BWfH9QsQ5LG0M,IfcCovering,FLOORING,Floor:71_FL_markering parkeerplaatsen:33490338,-2 kelder,-5913.8086713060475,99292.51637243734,-6200.0,Floor:71_FL_markering parkeerplaatsen,00_markering parkeervakken,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,79978.0,,,,,,,71_FL_markering parkeerplaatsen,,,,,79972.0,,,,,,,2.411318475369765,,,,,,,,,,,,,,0.02411318475369734,,79973.0,,,,,,,,,,,,,,,,,,,,,,,,71_FL_markering parkeerplaatsen,,,,,,,,,False,,,48426,,,,,,,,,,,,,,,,,,,,,,,,79983.0,,,,,,,,,,,,,,,,,,,,,,,,,,
