type,name,geometry
IfcSpace,Area:21862562,"MULTIPOLYGON (((11.236191 94.332516, 24.916191 94.332516, 24.916191 76.372516, 11.236191 76.372516, 11.236191 94.332516)))"
IfcSpace,liftuitloop 2,"MULTIPOLYGON (((20.326191 86.202516, 22.876191 86.202516, 22.876191 84.502516, 20.326191 84.502516, 20.326191 86.202516)))"
IfcSpace,liftuitloop 1,"MULTIPOLYGON (((20.326191 84.302516, 22.876191 84.302516, 22.876191 82.602516, 20.326191 82.602516, 20.326191 84.302516)))"
IfcSpace,technische ruimte,"MULTIPOLYGON (((11.281191 94.307516, 24.871191 94.307516, 24.871191 76.397516, 11.281191 76.397516, 11.281191 94.307516)), ((20.126191 86.757516, 20.126191 86.402516, 20.126191 84.502516, 20.126191 84.302516, 20.126191 82.402516, 23.126191 82.402516, 23.976191 82.402516, 23.976191 86.757516, 23.126191 86.757516, 20.126191 86.757516)))"
IfcSpace,dak,"MULTIPOLYGON (((8.017191 97.436516, 28.133191 97.436516, 28.133191 73.263016, 8.017191 73.263016, 8.017191 97.436516)), ((24.871191 94.307516, 11.281191 94.307516, 11.281191 76.397516, 24.871191 76.397516, 24.871191 94.307516)))"
