type,name,geometry
IfcSpace,Area:21920235,"MULTIPOLYGON (((33.226191 59.092016, 48.926191 59.092016, 48.926191 48.263016, 33.226191 48.263016, 33.226191 59.092016)))"
IfcSpace,terras A1-90,"MULTIPOLYGON (((5.912191 72.820516, 10.756191 72.820516, 10.756191 72.780007, 10.756191 71.545516, 5.912191 71.545516, 5.912191 72.820516)))"
IfcSpace,terras A1-89,"MULTIPOLYGON (((18.499191 72.820516, 24.556191 72.820516, 24.556191 71.545516, 18.499191 71.545516, 18.499191 72.820516)))"
IfcSpace,liftuitloop 5,"MULTIPOLYGON (((42.901191 52.727516, 44.601191 52.727516, 44.601191 50.177516, 42.901191 50.177516, 42.901191 52.727516)))"
IfcSpace,liftuitloop 6,"MULTIPOLYGON (((41.051191 52.727516, 42.751191 52.727516, 42.751191 50.177516, 41.051191 50.177516, 41.051191 52.727516)))"
IfcSpace,technische ruimte,"MULTIPOLYGON (((33.181191 59.152516, 48.971191 59.152516, 48.971191 48.202516, 33.181191 48.202516, 33.181191 59.152516)), ((38.291191 55.707516, 38.291191 55.807516, 37.551191 55.807516, 37.551191 55.707516, 38.291191 55.707516)), ((45.551191 52.927516, 44.851191 52.927501, 42.901191 52.927501, 42.751191 52.927501, 40.801191 52.927501, 40.801191 49.927516, 42.751191 49.927516, 42.901191 49.927516, 44.851191 49.927516, 45.551191 49.927516, 45.551191 52.927516)))"
IfcSpace,dak,"MULTIPOLYGON (((29.981191 62.352516, 52.171191 62.352516, 52.171191 45.002516, 29.981191 45.002516, 29.981191 62.352516)), ((48.971191 59.152516, 33.181191 59.152516, 33.181191 48.202516, 48.971191 48.202516, 48.971191 59.152516)))"
